,Name,Position,Number,Height,Academic Year,Hometown,Highschool,Weight,Year,Team
59,Zoe Tsoukas,Jumps,,,So.,"Miami, Fla.",Ransom Everglades,,2021-22,womens track and field
60,Brooke Ury,Multi Events,,,So.,"Newcastle, Wash.",Liberty,,2021-22,womens track and field
61,Kennedy Waite,Sprints,,,Jr.,,"dland Hills, Calif.",,2021-22,womens track and field
62,Amy Willig,Middle Distance,,,Jr.,,"enixville, Pa.",,2021-22,womens track and field
63,Lauren Yeboah-Kodie,Multi Events ,,,So.,"Woodbridge, Va.",Colgan,,2021-22,womens track and field
64,Emma Zwall,Distance,,,Fr.,"Philadelphia, Pa.",William Penn Charter,,2021-22,womens track and field
0,Chidinma Agbasi,Throws,,,So.,"Jamaica, N.Y.",Bronx High School of Science,,2022-23,womens track and field
1,Nimrit Ahuja,Distance,,,Fr.,"Ellicott City, Md.",Howard,,2022-23,womens track and field
2,Gianna Aiello,Throws,,,So.,"Matawan, N.J.",Matawan Regional,,2022-23,womens track and field
3,Julia Antony,Distance,,,Fr.,"Guilford, Conn.",Guilford,,2022-23,womens track and field
4,Maggie Baker,Middle Distance,,,Sr.,"Mercer Island, Wash.",Mercer Island,,2022-23,womens track and field
5,Olivia Bergin,Distance,,,Fr.,"Minneapolis, Minn.",Washburn,,2022-23,womens track and field
6,Rudecia Bernard,Jumps,,,So.,"Dedham, Mass.",Dedham,,2022-23,womens track and field
7,Rachel Bibiu,Jumps,,,Fr.,"Worcester, Mass.",Advanced Math and Science Academy,,2022-23,womens track and field
8,Kaela Brenner,Mid-Distance,,,Fr.,"Orange, Calif.",Crean Lutheran,,2022-23,womens track and field
9,Zoe Carter-Konate,Throws,,,Fr.,"St. Louis, Mo.",Mary Institute and Saint Louis Country Day School,,2022-23,womens track and field
10,Mya Collins,Sprints,,,So.,"Frisco, Texas",Calabasas (Calif.),,2022-23,womens track and field
11,Daryn Davis,Multi Events,,,Jr.,"Huntley, Ill.",Huntley,,2022-23,womens track and field
12,Grace Desmond,Multi Events,,,Sr.,"Westborough, Mass.",Westborough,,2022-23,womens track and field
13,Grace Dorantes,Distance,,,Sr.,"Claremont, Calif.",Claremont,,2022-23,womens track and field
14,Nicolette Ducharme,Throws,,,So.,"Cumberland, R.I.",Cumberland,,2022-23,womens track and field
15,Lily Dumas,Multi Events,,,Sr.,"Holden, Mass.",Choate Rosemary Hall,,2022-23,womens track and field
16,Simone Dunbar,Sprints/Jumps,,,Fr.,"Sharon, Mass.",Sharon,,2022-23,womens track and field
17,Kendra Ezeama,Throws,,,Jr.,"Smithfield, R.I.",Smithfield,,2022-23,womens track and field
18,Emily Faulhaber,Distance,,,Jr.,"Ft. Lauderdale, Fla.",Pine Crest School,,2022-23,womens track and field
19,Makaya Fofana,Sprints/Jumps,,,Fr.,"Atlanta, Ga.",West Forsyth,,2022-23,womens track and field
20,Emma Gallant,Sprints,,,Jr.,"Windham, Maine",Cheverus,,2022-23,womens track and field
21,Sophia Gallucci,Throws,,,So.,"Coventry, R.I.",Coventry,,2022-23,womens track and field
22,Tevah Gevelber,Distance,,,Jr.,"Palo Alto, Calif.",Castilleja,,2022-23,womens track and field
23,Juli Gonzalez,Distance,,,Fr.,"Gladwyne, Pa.",Germantown Academy,,2022-23,womens track and field
24,Felicity Hade,Distance,,,Jr.,"Shorewood, Wis.",Shorewood,,2022-23,womens track and field
25,Lily Harding,Distance,,,Sr.,"Kentfield, Calif.",Thacher School,,2022-23,womens track and field
26,Maggie Hilkert,Sprints,,,Sr.,"Cleveland, Ohio",Laurel School,,2022-23,womens track and field
27,Jada Joseph,Jumps,,,So.,"Plantation, Fla.",American Heritage School,,2022-23,womens track and field
28,Celia Kong-Johnson,Sprints,,,So.,"Honolulu, Hawaii",Punahou School,,2022-23,womens track and field
29,Stephanie Kriss,Distance,,,Jr.,"Highland Park, Ill.",Highland Park,,2022-23,womens track and field
30,Jenna Lowrey,Sprints,,,Fr.,"Dallas, Texas",Trinity Christian Academy,,2022-23,womens track and field
31,Emma Madgic,Middle Distance,,,Sr.,"San Mateo, Calif.",Aragon,,2022-23,womens track and field
32,Brooklyn Manna,Multis/Jumps,,,Jr.,"Woburn, Mass.",Woburn Memorial,,2022-23,womens track and field
33,Cecilia Marrinan,Sprints,,,Jr.,"Skaneateles, N.Y.",St. Paul’s School,,2022-23,womens track and field
34,Anjoli Mathew,Sprints,,,Jr.,"Brookline, Mass.",Brookline,,2022-23,womens track and field
35,Maddie McCarthy,Distance,,,Sr.,"Barrington, R.I.",Northwood School,,2022-23,womens track and field
36,Isolde McManus,Distance,,,So.,"Cortlandt Manor, N.Y.",Hendrick Hudson,,2022-23,womens track and field
37,Emily Moini,Distance,,,Sr.,"Princeton, N.J.",The Pennington School,,2022-23,womens track and field
38,Nene Mokonchu,Sprints/Jumps,,,Fr.,"Royersford, Pa.",Spring-Ford,,2022-23,womens track and field
39,Maxine Montoya,Distance,,,So.,"Atlantic Beach, Fla.",The Bolles School,,2022-23,womens track and field
40,Emily Mrakovcic,Mid-Distance/Distance,,,Fr.,"Wilton, Conn.",Wilton,,2022-23,womens track and field
41,Chiamaka Odenigbo,Multis/Jumps,,,Jr.,"New Rochelle, N.Y.",New Rochelle,,2022-23,womens track and field
42,Danna Ofek,Distance,,,Jr.,"Lexington, Mass.",Lexington,,2022-23,womens track and field
43,Katie Orchard,Distance ,,,Jr.,"Springfield, Va.",West Springfield,,2022-23,womens track and field
44,Mackenzie Palinski,Throws,,,So.,"Gates Mills, Ohio",Gilmour Academy,,2022-23,womens track and field
45,Sara Perez,Distance,,,Fr.,"Albuquerque, N.M.",Albuquerque Academy,,2022-23,womens track and field
46,Kenzii Phillips,Throws,,,So.,"Lookingglass, Ore.",Douglas,,2022-23,womens track and field
47,Sarah Reichheld,Distance,,,Sr.,"Concord, Mass.",Concord-Carlisle,,2022-23,womens track and field
48,Lily Reynolds,Jumps,,,So.,"Beaverton, Ore.",Beaverton,,2022-23,womens track and field
49,Kelly Rothenberg,Throws,,,Jr.,"Yardley, Pa.",Mount Saint Joseph Academy,,2022-23,womens track and field
50,Caroline Sassan,Distance,,,Jr.,"Maple Grove, Minn.",Wayzata,,2022-23,womens track and field
51,Kate Scanlan,Sprints,,,Fr.,"Schoharie, N.Y.",Guilderland,,2022-23,womens track and field
52,Julia Schriefer,Mid-Distance,,,Fr.,"East Williston, N.Y.",The Wheatley School,,2022-23,womens track and field
53,Delaney Seligmann,Multis/Jumps,,,So.,"Oak Park, Ill.",Fenwick,,2022-23,womens track and field
54,Sara Shipon,Mid-Distance,,,Jr.,"Philadelphia, Pa.",William Penn Charter School,,2022-23,womens track and field
55,Jaiden Stokes,Sprints,,,Jr.,"Westerville, Ohio",Westerville North,,2022-23,womens track and field
56,Isa Stronski,Distance,,,Jr.,"Bronxville, N.Y.",Rye Country Day School,,2022-23,womens track and field
57,Olivia Takla,Mid-Distance,,,Fr.,"Toms River, N.J.",Toms River North,,2022-23,womens track and field
58,Zoe Tsoukas,Jumps,,,Jr.,"Miami, Fla.",Ransom Everglades,,2022-23,womens track and field
59,Brooke Ury,Multi Events,,,Jr.,"Newcastle, Wash.",Liberty,,2022-23,womens track and field
60,Adrienne Usher,Multis,,,Fr.,"Pasadena, Calif.",Harvard Westlake,,2022-23,womens track and field
61,Kennedy Waite,Sprints,,,Sr.,"Woodland Hills, Calif.",Calabasas,,2022-23,womens track and field
62,Iris Wang,Sprints,,,Fr.,"Englewood, Colo.",Cherry Creek,,2022-23,womens track and field
63,Amy Willig,Middle Distance,,,Sr.,"Phoenixville, Pa.",Great Valley,,2022-23,womens track and field
64,Lauren Yeboah-Kodie,Multi Events ,,,Jr.,"Woodbridge, Va.",Colgan,,2022-23,womens track and field
65,Emma Zwall,Distance,,,So.,"Philadelphia, Pa.",William Penn Charter,,2022-23,womens track and field
0,Chidinma Agbasi,Throws,,,Jr.,"Jamaica, N.Y.",Bronx High School of Science,,2023-24,womens track and field
1,Nimrit Ahuja,Distance,,,So.,"Ellicott City, Md.",Howard,,2023-24,womens track and field
2,Gianna Aiello,Throws,,,Jr.,"Matawan, N.J.",Matawan Regional,,2023-24,womens track and field
3,Veronica Ambrosionek,Distance,,,Fr.,"Frisco, Texas",Lone Star,,2023-24,womens track and field
4,Julia Antony,Distance,,,So.,"Guilford, Conn.",Guilford,,2023-24,womens track and field
5,Michelyn Appiah,Throws,,,Fr.,"Jefferson City, Mo.",Capital City,,2023-24,womens track and field
6,Riya Aswani,Jumps,,,Fr.,"Los Angeles, Calif.",Brentwood School,,2023-24,womens track and field
7,Olivia Bergin,Distance,,,So.,"Minneapolis, Minn.",Washburn,,2023-24,womens track and field
8,Rudecia Bernard,Jumps,,,Jr.,"Dedham, Mass.",Dedham,,2023-24,womens track and field
9,Rachel Bibiu,Jumps,,,So.,"Worcester, Mass.",Advanced Math and Science Academy,,2023-24,womens track and field
10,Kaela Brenner,Mid-Distance,,,So.,"Orange, Calif.",Crean Lutheran,,2023-24,womens track and field
11,Zoe Carter-Konate,Throws,,,So.,"St. Louis, Mo.",Mary Institute and Saint Louis Country Day School,,2023-24,womens track and field
12,Daryn Davis,Multi Events,,,Sr.,"Huntley, Ill.",Huntley,,2023-24,womens track and field
13,Nicolette Ducharme,Throws,,,Jr.,"Cumberland, R.I.",Cumberland,,2023-24,womens track and field
14,Simone Dunbar,Sprints/Jumps,,,So.,"Sharon, Mass.",Sharon,,2023-24,womens track and field
15,Kendra Ezeama,Throws,,,Sr.,"Smithfield, R.I.",Smithfield,,2023-24,womens track and field
16,Emily Faulhaber,Distance,,,Sr.,"Ft. Lauderdale, Fla.",Pine Crest School,,2023-24,womens track and field
17,Makaya Fofana,Sprints/Jumps,,,So.,"Atlanta, Ga.",West Forsyth,,2023-24,womens track and field
18,Olivia Fraga,Distance,,,Fr.,"Miami, Fla.",Our Lady of Lourdes Academy,,2023-24,womens track and field
19,Emma Gallant,Sprints,,,Sr.,"Windham, Maine",Cheverus,,2023-24,womens track and field
20,Sophia Gallucci,Throws,,,Jr.,"Coventry, R.I.",Coventry,,2023-24,womens track and field
21,Tevah Gevelber,Distance,,,Sr.,"Palo Alto, Calif.",Castilleja,,2023-24,womens track and field
22,Juli Gonzalez,Distance,,,So.,"Gladwyne, Pa.",Germantown Academy,,2023-24,womens track and field
23,Felicity Hade,Distance,,,Sr.,"Shorewood, Wis.",Shorewood,,2023-24,womens track and field
24,Jada Joseph,Jumps,,,Jr.,"Plantation, Fla.",American Heritage School,,2023-24,womens track and field
25,Stephanie Kriss,Distance,,,Sr.,"Highland Park, Ill.",Highland Park,,2023-24,womens track and field
26,Nina Kruzewska,Distance,,,Fr.,"Warsaw, Poland",Akademeia,,2023-24,womens track and field
27,Jillian Leahy,Throws,,,Fr.,"Lincoln, R.I.",Lincoln,,2023-24,womens track and field
28,Jenna Lowrey,Sprints,,,So.,"Dallas, Texas",Trinity Christian Academy,,2023-24,womens track and field
29,Anjoli Mathew,Sprints,,,Sr.,"Brookline, Mass.",Brookline,,2023-24,womens track and field
30,Caroline McCool,Distance,,,Fr.,"Moraga, Calif.",Campolindo,,2023-24,womens track and field
31,Isolde McManus,Distance,,,Jr.,"Cortlandt Manor, N.Y.",Hendrick Hudson,,2023-24,womens track and field
32,Danielle Meribe,Multis,,,Fr.,"Roxbury, N.J.",Roxbury,,2023-24,womens track and field
33,Nene Mokonchu,Sprints/Jumps,,,So.,"Royersford, Pa.",Spring-Ford,,2023-24,womens track and field
34,Maxine Montoya,Distance,,,Jr.,"Atlantic Beach, Fla.",The Bolles School,,2023-24,womens track and field
35,Emily Mrakovcic,Mid-Distance/Distance,,,So.,"Wilton, Conn.",Wilton,,2023-24,womens track and field
36,Chiamaka Odenigbo,Multis/Jumps,,,Sr.,"New Rochelle, N.Y.",New Rochelle,,2023-24,womens track and field
37,Danna Ofek,Distance,,,Sr.,"Lexington, Mass.",Lexington,,2023-24,womens track and field
38,Katie Orchard,Distance ,,,Sr.,"Springfield, Va.",West Springfield,,2023-24,womens track and field
39,Mackenzie Palinski,Throws,,,Jr.,"Gates Mills, Ohio",Gilmour Academy,,2023-24,womens track and field
40,Tanisha Patil,Distance,,,Fr.,Singapore,UWCSEA East,,2023-24,womens track and field
41,Sara Perez,Distance,,,So.,"Albuquerque, N.M.",Albuquerque Academy,,2023-24,womens track and field
42,Kenzii Phillips,Throws,,,Jr.,"Lookingglass, Ore.",Douglas,,2023-24,womens track and field
43,Julia'Belle Reyfman,Throws,,,Fr.,"New York, N.Y.",Poly Prep Country Day School,,2023-24,womens track and field
44,Lily Reynolds,Jumps,,,Jr.,"Beaverton, Ore.",Beaverton,,2023-24,womens track and field
45,Kelly Rothenberg,Throws,,,Sr.,"Yardley, Pa.",Mount Saint Joseph Academy,,2023-24,womens track and field
46,Kate Scanlan,Sprints,,,So.,"Schoharie, N.Y.",Guilderland,,2023-24,womens track and field
47,Julia Schriefer,Mid-Distance,,,So.,"East Williston, N.Y.",The Wheatley School,,2023-24,womens track and field
48,Delaney Seligmann,Multis/Jumps,,,Jr.,"Oak Park, Ill.",Fenwick,,2023-24,womens track and field
49,Julia Soderbery,Distance,,,Fr.,"Atherton, Calif.",Sacred Heart Prep,,2023-24,womens track and field
50,Katrina Sortland,Distance,,,Fr.,"Mazeppa, Minn.",Zumbrota-Mazeppa,,2023-24,womens track and field
51,Scarlet Stimson,Distance,,,Fr.,"Essex, Vt.",Essex,,2023-24,womens track and field
52,Jaiden Stokes,Sprints,,,Sr.,"Westerville, Ohio",Westerville North,,2023-24,womens track and field
53,Isa Stronski,Distance,,,Sr.,"Bronxville, N.Y.",Rye Country Day School,,2023-24,womens track and field
54,Olivia Takla,Mid-Distance,,,So.,"Toms River, N.J.",Toms River North,,2023-24,womens track and field
55,Zoe Tsoukas,Jumps,,,Sr.,"Miami, Fla.",Ransom Everglades,,2023-24,womens track and field
56,Brooke Ury,Multi Events,,,Sr.,"Newcastle, Wash.",Liberty,,2023-24,womens track and field
57,Adrienne Usher,Multis,,,So.,"Pasadena, Calif.",Harvard Westlake,,2023-24,womens track and field
58,Rosie Volpintesta,Multis,,,Fr.,"Bethel, Conn.",Bethel,,2023-24,womens track and field
59,Iris Wang,Sprints,,,So.,"Englewood, Colo.",Cherry Creek,,2023-24,womens track and field
60,Rachel Wilson,Throws,,,Fr.,"Richardson, Texas",McKinney,,2023-24,womens track and field
61,Lauren Yeboah-Kodie,Multi Events ,,,Sr.,"Woodbridge, Va.",Colgan,,2023-24,womens track and field
62,Emma Zwall,Distance,,,Jr.,"Philadelphia, Pa.",William Penn Charter,,2023-24,womens track and field
0,Joel Anifowose,Sprints,,,Fr.,"Brockton, MA",Brockton,,2010-11,mens track and field
1,Erik  Berg ,XC/Distance,,,So.,"Seattle, WA",Seattle Prep,,2010-11,mens track and field
2,Matthew Bevil,Distance,,,Fr.,"Mary Esther, FL",Fort Walton Beach,,2010-11,mens track and field
3,Michael Bieszard,Throws,,,So.,"Midland Park, NJ",Midland Park,,2010-11,mens track and field
4,Brendan Boyle,Distance,,,Fr.,"Mansfield, MA",Mansfield,,2010-11,mens track and field
5,Ajani Brown,Sprints,,,Fr.,"Frisco, TX",Frisco,,2010-11,mens track and field
6,Jeff Bush,Distance,,,Fr.,"Westborough, MA",Westborough,,2010-11,mens track and field
7,Nathan Chellman,Distance,,,Jr.,"Reno, NV",Sage Ridge,,2010-11,mens track and field
8,Chris Collins,Distance,,,Sr.,"Wilton, CT",Wilton,,2010-11,mens track and field
9,Kevin  Cooper ,XC/Distance,,,So.,"Waterford, IRL ",Waterpark College,,2010-11,mens track and field
10,Joseph Daou,Throws,,,Fr.,"Santa Monica, CA",Santa Monica,,2010-11,mens track and field
11,Jonathan Dieujuste,Jumps,,,Fr.,"Boston, MA",Weston,,2010-11,mens track and field
12,Matt Duffy,Distance,,,Jr.,"Oakland, CA",St. Mary's College High School,,2010-11,mens track and field
13,Nathan Elder,Sprints,,,So.,"Quincy, IL",Quincy Senior,,2010-11,mens track and field
14,Mike Elnick,Distance,,,Jr.,"Merrick, NY",Kellenberg Memorial,,2010-11,mens track and field
15,Tom Elnick,Distance,,,Jr.,"Merrick, NY",Kellenberg Memorial,,2010-11,mens track and field
16,Christian Escareno,XC/Distance,,,Sr.,"Mount Prospect, IL",Rolling Meadows,,2010-11,mens track and field
17,AJ Fitzgerald,Jumps,,,Sr.,"Harrison, NY",Harrison,,2010-11,mens track and field
18,Ross  Geiger ,XC/Distance,,,So.,"Moraga, CA",Campolindo,,2010-11,mens track and field
19,Conor Grogan ,XC/Distance,,,So.,"Hudson, MA ",Hudson ,,2010-11,mens track and field
20,Ethan Hickey,Distance,,,Jr.,"Liverpool, NY",Liverpool High School,,2010-11,mens track and field
21,Jonathan Hilgart,Sprints,,,Fr.,"Newton, NJ",Pope John XXIII,,2010-11,mens track and field
22,Peter Hix,Distance,,,Fr.,"Dayton, OH",Oakwood,,2010-11,mens track and field
23,Sam Howard,Sprints,,,Fr.,"Lake Forest, IL",Lake Forest,,2010-11,mens track and field
24,Marc Howland,Sprints,,,Sr.,"Cleveland Heights, OH",University School,,2010-11,mens track and field
25,Sean Igelman,Jumps,,,Fr.,"Medford, OR",St. Mary's School,,2010-11,mens track and field
26,Dillon Jack ,XC/Distance,,,So.,"San Diego, CA",Torrey Pines ,,2010-11,mens track and field
27,Zach Keefer,Sprints,,,So.,"Morristown, NJ",Morristown High School,,2010-11,mens track and field
28,Nicholas Keeling,Throws,,,Fr.,"Providence, RI",Ponaganset,,2010-11,mens track and field
29,Craig Kinsley,Throws,,,Sr.,"Fairfield, CT",Fairfield Prep,,2010-11,mens track and field
30,Alexander Lipinsky,Throws,,,So.,"Boardman, OH",Boardman,,2010-11,mens track and field
31,Dan Lowry,Distance,,,Jr.,"Plymouth Meeting, PA",LaSalle College,,2010-11,mens track and field
32,Mike Mazerik,Sprints,,,Sr.,"Poland, OH",Poland Seminary,,2010-11,mens track and field
33,Arjun Pande,Sprints,,,Fr.,"Pottstown, PA",Owen J. Roberts,,2010-11,mens track and field
34,Andrew Perilli,Distance,,,Fr.,"Lockport, NY",Lockport,,2010-11,mens track and field
35,Colin Savage,Distance,,,Fr.,"Liverpool, NY",Liverpool,,2010-11,mens track and field
36,Brian Schilder,Distance,,,Sr.,"Milford, NJ",Delaware Valley Regional,,2010-11,mens track and field
37,Anthony Schurz,Distance,,,Jr.,"South Bend, IN",Deerfield Academy,,2010-11,mens track and field
38,Taro  Shigenobu,Distance,,,So.,"Ridgewood, NJ ",Ridgewood,,2010-11,mens track and field
39,Daniel Smith,Throws,,,So.,"Saco, ME",Thornton Academy,,2010-11,mens track and field
40,Austin  Snyder ,Distance,,,So.,"Berkeley, CA ",Berkeley ,,2010-11,mens track and field
41,John Spooney,Sprints,,,Fr.,"Northfield, OH",Nordonia,,2010-11,mens track and field
42,Ben  Stephenson ,Distance,,,So.,"Austin, TX",Westlake ,,2010-11,mens track and field
43,Michael  Stumpf,Distance,,,So.,"Appleton, WI ",Xavier ,,2010-11,mens track and field
44,Kenneth Thompson,Jumps,,,So.,"Riverdale, NY",Horace Mann School,,2010-11,mens track and field
45,Christian Trautwein,Distance,,,Jr.,"Ridgewood, NJ",Ridgewood,,2010-11,mens track and field
46,Evan Weinstock,Decathlon,,,Fr.,"Las Vegas, NV",Del Soto,,2010-11,mens track and field
47,Buddy Yow,Throws,,,Jr.,"Keene, TX",Southwest Christian,,2010-11,mens track and field
0,Albert Anderson,Jumps,,,Fr.,"Pittsburgh, PA",Fox Chapel Area,,2011-12,mens track and field
1,Joel Anifowose,Sprints,,,So.,"Brockton, MA",Brockton,,2011-12,mens track and field
2,Erik  Berg ,XC/Distance,,,So.,"Seattle, WA",Seattle Prep,,2011-12,mens track and field
3,Matthew Bevil,Distance,,,So.,"Mary Esther, FL",Fort Walton Beach,,2011-12,mens track and field
4,Michael Bieszard,Throws,,,Jr.,"Midland Park, NJ",Midland Park,,2011-12,mens track and field
5,Brendan Boyle,Distance,,,So.,"Mansfield, MA",Mansfield,,2011-12,mens track and field
6,Ajani Brown,Sprints,,,So.,"Frisco, TX",Frisco,,2011-12,mens track and field
7,Jeff Bush,Distance,,,So.,"Westborough, MA",Westborough,,2011-12,mens track and field
8,Nathan Chellman,Distance,,,Sr.,"Reno, NV",Sage Ridge,,2011-12,mens track and field
9,Kevin  Cooper ,XC/Distance,,,Jr.,"Waterford, IRL ",Waterpark College,,2011-12,mens track and field
10,Joseph Daou,Throws,,,So.,"Santa Monica, CA",Santa Monica,,2011-12,mens track and field
11,Matt Duffy,Distance,,,Sr.,"Oakland, CA",St. Mary's College High School,,2011-12,mens track and field
12,Nathan Elder,Sprints,,,Jr.,"Quincy, IL",Quincy Senior,,2011-12,mens track and field
13,Mike Elnick,Distance,,,Sr.,"Merrick, NY",Kellenberg Memorial,,2011-12,mens track and field
14,Tom Elnick,Distance,,,Sr.,"Merrick, NY",Kellenberg Memorial,,2011-12,mens track and field
15,Reuben Feinman,Sprints,,,Fr.,"Menands, NY",Shaker High School,,2011-12,mens track and field
16,Ross  Geiger ,XC/Distance,,,Jr.,"Moraga, CA",Campolindo,,2011-12,mens track and field
17,Conor Grogan ,XC/Distance,,,Jr.,"Hudson, MA ",Hudson ,,2011-12,mens track and field
18,Ethan Hickey,Distance,,,Sr.,"Liverpool, NY",Liverpool High School,,2011-12,mens track and field
19,Jonathan Hilgart,Sprints,,,So.,"Newton, NJ",Pope John XXIII,,2011-12,mens track and field
20,Peter Hix,Distance,,,So.,"Dayton, OH",Oakwood,,2011-12,mens track and field
21,Sam Howard,Sprints,,,So.,"Lake Forest, IL",Lake Forest,,2011-12,mens track and field
22,InSoo Hwang,Sprints,,,Fr.,"Seoul, South Korea",Ridgewood (NJ),,2011-12,mens track and field
23,Sean Igelman,Jumps,,,So.,"Medford, OR",St. Mary's School,,2011-12,mens track and field
